"DH - Emitente Doc.Origem";;"Recolhedor Doc.";;"Documento Hábil";"DH - Dia Transação";"DH - Doc. Origem";"DH - Observação";"DH - Processo";"DH - Valor Doc.Origem";"Compromisso";"DH - Valor";"DARF - Valor Base Cálculo";"DARF - Valor Total";"DARF - Receita";;"Realizado"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153088152332023NP000227";"11/12/2023";"97891";"AQUISIÇÃO DE PERMANENTE CONF.DANFE Nº 97.891. PORT. Nº 820/2023.\17009.";"23076.087749/2023-60";"7040";"104911013";"7040";"7040";"411,84";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"411,84"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153088152332023NP000228";"11/12/2023";"100118";"AQUISIÇÃO DE PERMANENTE CONF.DANFE Nº 100118 PORT. Nº 820/2023. EFD-REINF\17009.";"23076.094406/2023-62";"10110";"104951158";"10110";"10110";"591,44";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"591,44"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153088152332023NP000233";"11/12/2023";"100114";"AQUISIÇÃO DE AR CONDICIONADO 24.00 BTU SPLIT PARA O CTG - UFPE - DANFE NR. 100114 \17009";"23076.091782/2023-03";"3370";"105063417";"3370";"3370";"197,14";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"197,14"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153088152332023NP000241";"11/12/2023";"100117";"AQUISIÇÃO DE AR CONDICIONADO DE 12.000 E 2.000 BTUS PARA O CTG - UFPE - DANFE NR. 100117 \17009";"23076.091718/2023-82";"5130";"105217574";"5130";"5130";"300,1";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"300,10"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153088152332023NP000246";"11/12/2023";"101368";"DANFE 101368, REF. AQUISIÇÃO AR CONDICIONADO - ADESÃO EM ATA PREGÃO N. 02/2023 UFPE PARA O DEPARTAMENTO DE ENGENHARIA MECÂNICA DO CTG. PORTARIA N. 1078/2023. \17009";"23076.104749/2023-64";"1760";"105261507";"1760";"1760";"102,96";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"102,96"
"11319557000378";"DENTECK LTDA";"11319557000378";"DENTECK LTDA";"153089152332023NP000034";"07/12/2023";"100908";"AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO P/FACULDADE DE DIREITO DO RECIFE - EMPENHO 2023NE000015 - CNPJ 11.319.557/0003-78 (DENTECK LTDA) - PREGÃO 02/2023UASG 153080 - PROCESSO 23076.098807/2023-60PORTARIA DE CRÉDITO 994/2023-DORC - FONTE 1050000382/2023DANFE 100908\17009";"23076.098807/2023-60";"15522,68";"105284352";"15522,68";"15522,68";"908,08";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"908,08"
"12035234000153";"DISQUE AGUA LTDA";"12035234000153";"DISQUE AGUA LTDA";"153095152332023NP000428";"30/11/2023";"10943";"NFS-e 10943 referente aos serviços de transporte de água potável, por meio de caminhão pipa (18 ¿ dezoito), no período de 06/10/2023 a 25/10/2023, conforme Pregão UFPE Nº 27/2022 e Ata de Registro de Preços nº 40/2022.";"23076.115462/2023-67";"12917,46";"105093583";"12917,46";"12917,46";"1220,7";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"1.220,70"
"34028316002157";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"34028316002157";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"153409152332023NP000291";"01/11/2023";"200635";"PAGAMENTO DE FATURA DOS CORREIOS Nº 200635 - REFERENTE AO MÊS DE SETEMBRO/20223 - CONTRATO 01/2021.";"23076.062919/2023-06";"8300,31";"104533165";"8300,31";"385,96";"17,94";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"17,94"
"34028316002157";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"34028316002157";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"153409152332023NP000299";"14/11/2023";"202183";"PAGAMENTO DE FATURA DOS CORREIOS Nº 202183 - REFERENTE AO MÊS DE OUTUBRO/20223 - CONTRATO 01/2021.";"23076.106443/2023-13";"3420,46";"104841256";"3420,46";"3420,46";"159,04";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"159,04"
"00449936000102";"ENGEMAIA & CIA LTDA";"00449936000102";"ENGEMAIA & CIA LTDA";"153095152332023NP000414";"13/11/2023";"1840";"NFS-e 1840 referente à 31a medição dos serviços de poda, limpeza de palmeiras e coqueiros e erradicação de árvores acima de 6M, no Campus Recife, conforme Contrato No 54/2019, vigente até 02/12/2023, no mês de OUTUBRO/2023 \17003";"23076.111176/2023-68";"17272,96";"104781695";"17272,96";"17272,96";"1010,47";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"1.010,47"
"08735199000108";"ESTRATEGICA SERVICOS E REPRESENTACOES EIRELI";"08735199000108";"ESTRATEGICA SERVICOS E REPRESENTACOES EIRELI";"153409152332023NP000277";"16/11/2023";"910";"NFS-e 910, referente aos serviços de DEZ (10) recepcionistas, no Campus Recife e prédios externos, no mês de AGOSTO/2023, conforme Contrato 17/2022, vigente até 06/04/2024 \17033PRONTO PRA PAGAMENTO";"23076.104487/2023-57";"25191,26";"104332959";"25191,26";"25191,26";"2380,57";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"2.380,57"
"08735199000108";"ESTRATEGICA SERVICOS E REPRESENTACOES EIRELI";"08735199000108";"ESTRATEGICA SERVICOS E REPRESENTACOES EIRELI";"153409152332023NP000297";"13/11/2023";"933";"NFS-e 933, referente aos serviços de DEZ (10) recepcionistas, no Campus Recife e prédios externos, no mês de SETEMBRO/2023, conforme Contrato 17/2022, vigente até 06/04/2024 \17033PRONTO PRA PAGAMENTO";"23076.110534/2023-39";"25191,26";"104793964";"25191,26";"25191,26";"2380,57";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"2.380,57"
"09422042000195";"ETICA EMPREENDIMENTO E SERVICOS TERCEIRIZADOS EIRELI";"09422042000195";"ETICA EMPREENDIMENTO E SERVICOS TERCEIRIZADOS EIRELI";"150134152332023NP000075";"07/11/2023";"5120";"CONTRATO EMERGENCIAL ENTRE A ÉTICA E A UFPE - PRAZO 180 DIAS. CONTRATAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO PREDIAL DO CAV/UFPE PORT CRED 178/2023 - DORC DISPENSA DE LICITAÇÃO 08/2023, UASG 153080";"23076.097473/2023-91";"41749,42";"104613761";"41749,42";"41749,42";"3945,32";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"3.945,32"
"09422042000195";"ETICA EMPREENDIMENTO E SERVICOS TERCEIRIZADOS EIRELI";"09422042000195";"ETICA EMPREENDIMENTO E SERVICOS TERCEIRIZADOS EIRELI";"150134152332023NP000091";"16/11/2023";"5121";"NFS-e 5121, Contrato 49/2022,referente aos serviços de limpeza e conservação predial do CAV/UFPE, no período de 27/02/2023 a 10/04/2023 (43 dias)\17032";"23076.061257/2023-66";"59903,74";"104564890";"59903,74";"59903,74";"5660,9";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"5.660,90"
"07999951000165";"F.I. COMERCIO EM GERAL EIRELI";"07999951000165";"F.I. COMERCIO EM GERAL EIRELI";"153088152332023NP000207";"01/11/2023";"12715";"PERMANENTE - DANFE Nº 12715. PORT, Nº 874/2023. \ 17009.";"23076.09444/2023-76";"1500";"104387308";"1500";"1500";"87,75";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"87,75"
"07999951000165";"F.I. COMERCIO EM GERAL EIRELI";"07999951000165";"F.I. COMERCIO EM GERAL EIRELI";"153088152332023NP000209";"01/11/2023";"12714";"PERMANENTE - DANFE Nº 12714. PORT, Nº 874/2023. \ 17009.";"23076.094463/2023-75";"300";"104405600";"300";"300";"17,55";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"17,55"
"34192524000143";"FATO COMERCIO DE FERRAGENS EIRELI";"34192524000143";"FATO COMERCIO DE FERRAGENS EIRELI";"153095152332023NP000409";"10/11/2023";"8579";"DANFE 8579 referente à aquisição de material para manutenção de bens imóveis, conforme Pregão UFPE 29/2022 \17009";"23076.103266/2023-44";"7492,4";"104728802";"7492,4";"7492,4";"438,31";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"438,31"
"41106188000304";"GENERAL GOODS LTDA";"41106188000304";"GENERAL GOODS LTDA";"150230152332023NP000020";"08/11/2023";"993";"DESPESA COM FORNECIMENTO REFEIÇÃO PARA O RESTAURANTE UNIVERSITÁRIO. PREGÃO 37/2022 UFPE, UASG 153080 - PORT. 0163/2023 DORC PROPLAN PROCESSO 23076.019157/2023-23 - SET/2023";"23076.110054/2023-98";"540077,8";"104681507";"540077,8";"540077,8";"31594,55";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"31.594,55"
"08374804000162";"GRUPO NORDESTE REFRIGERACAO LTDA";"08374804000162";"GRUPO NORDESTE REFRIGERACAO LTDA";"153095152332023NP000421";"22/11/2023";"1845";"NFSe 1845, REF. SERVIÇOS DE INSTALAÇÃO/DESINSTALAÇÃO DE AR CONDICIOADOS - CONTRATO N. 22/2023 - VIG. ATÉ 18/04/2024 - PERÍODO: JUNHO E NOVEMBRO DE 2023. \17099";"23076.114583/2023-35";"32781";"104995881";"32781";"32781";"3097,8";"6190";"SERVICOS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"3.097,80"
"05202938000108";"HC COMUNICACAO DE DADOS LTDA";"05202938000108";"HC COMUNICACAO DE DADOS LTDA";"153101152332023NP000073";"28/11/2023";"185";"NFSe nº 185, REF. PRESTAÇÃO DE SERVIÇOS DE SERVIÇOS DE ELABORAÇÃO DE PROJETO AS-BUILT E DE INSTALAÇÃO, AMPLIAÇÃO, REESTRUTURAÇÃO, RETIRADA DE MATERIAIS, MANUTENÇÃO PREVENTIVA, CORRETIVA E ADAPTATIVA PARA CABEAMENTO HORIZONTAL E VERTICAL PARA ATENDER DEMANDAS DA UFPE - PREGÃO 24/2020 - CONTRATO N. 52/2021 - VIGENTE ATÉ 21/12/2023 - 1o T.A - PERÍODO DE EXECUÇÃO DOS SERVIÇOS: 11/10 À 06/11/2023.\17099.";"23076.113250/2023-39";"287434,7";"105048956";"287434,7";"287434,7";"16814,93";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"16.814,93"
"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"153084152332023NP000070";"30/11/2023";"19459";"AQUISIÇÃO DE PERSIANAS P/O DEPTO DE SOCIOLOGIA/CFCH - EMPENHO 2023NE000032 ¿ CNPJ 08.638.541/0001-51 (INDÚSTRIA E COMÉRCIO DE PERSIANAS NORDESTE LTDA) - PREGÃO 07/2023 UASG 153080 - PROCESSO 23076.084179/2023-32PORTARIA DE CRÉDITO 423/2023-DORC - FONTE 1000000000/2023DANFE 19459\17009";"23076.084179/2023-32";"1887";"105206113";"1887";"1887";"110,39";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"110,39"
"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"153086152332023NP000038";"11/12/2023";"19464";"DANFE N. 19464 REF. MATERIAL PERMANENTE - EFD-REINF: MERCADORIAS E BENS EM GERAL \170092023NE000068 ¿ PORT. DORC ¿ FONTE 1050000382 ¿ CAPITAL ¿ 449052.51 ¿ PEÇAS NÃO INCORPORÁVEIS A IMÓVEISPRONTO PRA PAGAMENTO";"23076.083042/2023-79";"396";"104620135";"396";"396";"23,17";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"23,17"
"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"153086152332023NP000040";"23/11/2023";"19462";"DANFE Nº 19.462 - AQUISIÇÃO DE PERSIANAS PARA SALAS DO BLOCO F DO CCSA/UFPE.PREGÃO 7/2023 - UASG 153080 - REQUISIÇÃO SIPAC Nº 5933/2023.PORTARIA DE CRÉDITO Nº 420/2023.\17009.";"23076.078897/2023-56";"5106";"105052185";"5106";"5106";"298,7";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"298,70"
"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"153088152332023NP000239";"12/12/2023";"19471";"AQUISIÇÃO DE PERSIANAS PARA O CTG - UFPE - DANFE NR. 19471 \17009";"23076.074851/2023-76";"5544";"105212483";"5544";"5544";"324,32";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"324,32"
"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"08638541000151";"INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA";"153088152332023NP000240";"12/12/2023";"19470";"AQUISIÇÃO DE PERSIANAS PARA O CTG - UFPE - DANFE NR. 19470 - \17009";"23076.077629/2023-51";"2376";"105215243";"2376";"2376";"138,99";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"138,99"
"02604236000162";"LAYOUT MOVEIS PARA ESCRITORIO LTDA";"02604236000162";"LAYOUT MOVEIS PARA ESCRITORIO LTDA";"153085152332023NP000042";"17/11/2023";"12824";"DANFE Nº 12824 REF. A AQUISIÇÃO DE MATERIAL PERMANENTE";"23076.096616/2023-47";"950";"104862581";"950";"950";"55,58";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"55,58"
"02604236000162";"LAYOUT MOVEIS PARA ESCRITORIO LTDA";"02604236000162";"LAYOUT MOVEIS PARA ESCRITORIO LTDA";"153086152332023NP000035";"01/11/2023";"12768";"DANFE N. 12768 REF. MOBILIÁRIO EM GERAL2023NE000054 ¿ PORT. DORC ¿ FONTE 1000000000 ¿ CAPITAL ¿ 449052.42 ¿ MOBILIÁRIO EM GERALEFD REINF: 17009";"23076.080543/2023-40";"5250";"104431030";"5250";"5250";"307,12";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"307,12"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"150230152332023NP000024";"14/11/2023";"12137";"DANFE Nº 12137 REF. AQUISIÇÃO DE MATERIAL PERMANENTE \17009";"23076.105774/2023-34";"14750";"104728867";"14750";"14750";"862,88";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"862,88"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153082152332023NP000087";"23/11/2023";"12140";"DANFE 12140, DESPESA DE CAPITAL APARELHOS E UTENSILIOS DOMESTICOS GELADEIRA -  PR 31/2022, PC 0808/2023. \17009";"23076.087588/2023-42";"2950";"105116043";"2950";"2950";"172,58";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"172,58"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153082152332023NP000091";"30/11/2023";"12138";"AQUISIÇÃO DE REFRIGERADOR PARA O DEPTO. DE MATEMÁTICA DO CCEN - UFPE - DANFE NR. 12138 \17009";"23076.087636/2023-07";"2950";"105289809";"2950";"2950";"172,57";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"172,57"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153083152332023NP000154";"06/11/2023";"12113";"AQUISIÇÃO DE FORNO DE MICRO-ONDAS PARA O DEPTO. ANTIBIÓTICOS - UFPE - DANFE NR. 12113 \17009";"23076.060462/2023-94";"680";"104567721";"680";"680";"39,78";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"39,78"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153086152332023NP000032";"01/11/2023";"12117";"DANFE N. 12117, AQUISIÇÃO MATERIAL PERMANENTE - FORNO MICROONDAS -  PARA O CCSA. PREGÃO 31/2022, UASG 153080. REQUISIÇÃO SIPAC N. 4008/2023. PORTARIA DE CRÉDITO N. 420/2023. \17009";"23076.059687/2023-67";"680";"104400822";"680";"680";"39,78";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"39,78"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153087152332023NP000184";"10/11/2023";"12139";"PERMANENTE - DANFE Nº 12.139. PORT. Nº 418/2023 - DORC. \17009.";"23076.086257/2023-89";"2950";"104752168";"2950";"2950";"172,58";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"172,58"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153088152332023NP000244";"28/11/2023";"12154";"AQUISIÇÃO DE MAT.PERMANENTE - DANFE Nº 12154 - PORT. Nº 874/2023. \ 17009.";"23076.094424/2023-61";"680";"105247422";"680";"680";"39,78";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"39,78"
"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"12467682000126";"MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"153089152332023NP000028";"06/11/2023";"12120";"AQUISIÇÃO DE 01 (UMA) GELADEIRA PARA COPA DA FACULDADE DE DIREITO DO RECIFE DA UFPE. - DANFE NR. 12120  \17009";"23076.069417/2023-33";"2950";"104569411";"2950";"2950";"172,57";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"172,57"
"06088039000199";"MCP REFEICOES LTDA";"06088039000199";"MCP REFEICOES LTDA";"150119152332023NP000110";"14/11/2023";"24402";"CONTRATO 70/2022, PRESTAÇÃO DE SERVIÇO DE PRODUÇÃO E DISTRIBUIÇÃO DE REFEIÇÕES NO RESTAURANTE UNIVERSITÁRIO DA UFPE, CAMPUS CARUARU. DISP. LICITAÇÃO: 46/2022. VIGÊNCIA ATÉ 29/11/2023";"23076.112523/2023-74";"104559,62";"104811587";"104559,62";"104559,62";"6116,74";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"6.116,74"
"06088039000199";"MCP REFEICOES LTDA";"06088039000199";"MCP REFEICOES LTDA";"153375152332023NP000022";"07/11/2023";"24317";"PAGT Contratação emergencial para o fornecimento de refeições (Almoço e Jantar) para o Colégio de Aplicação/UFPE, conforme, Contrato 54/2022";"23076.104631/2023-49";"121692,5";"104621340";"121692,5";"121692,5";"7119,01";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"7.119,01"
"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"150134152332023NP000093";"07/12/2023";"17304";"AQUISIÇÃO DE PROJETORES MULTIMIDIA PARA O CAV - UFPE - DANFE NR. 17304 - EFD-REINF: MERCADORIAS E BENS EM GERAL \170092023NE000035 ¿ PORT. DORC ¿ FONTE 1000000000 ¿ CAPITAL ¿ 449052.33 ¿ EQUIPAMENTO DE AUDIO E VIDO";"23076.071474/2023-75";"14970";"104720557";"14970";"14970";"875,74";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"875,74"
"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"150134152332023NP000094";"07/12/2023";"17418";"AQUISIÇÃO DE PROJETORES MULTIMIDIA PARA O CAV - UFPE - DANFE NR. 17418 - EFD-REINF: MERCADORIAS E BENS EM GERAL \170092023NE000046 ¿ PORT. DORC ¿ FONTE 1000000000 ¿ CAPITAL ¿ 449052.33 EQUIPAMENTOS PARA AUDIO, VIDEO E FOTO";"23076.081340/2023-55";"39920";"104724382";"39920";"39920";"2335,32";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"2.335,32"
"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"153082152332023NP000085";"12/12/2023";"17495";"DANFE N. 17495 REF. MATERIAL PERMAMENTE - EFD-REINF: \170092023NE000047 ¿ PORT. DORC ¿ FONTE 1000000000 ¿ CAPITAL ¿ 449052.33 ¿ EQUIPAMENTOS PARA AUDIO E VIDEOPRONTO PRA PAGAMENTO";"23076.096870/2023-76";"4990";"104950612";"4990";"4990";"291,92";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"291,92"
"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"28584157000392";"METDATA TECNOLOGIA DA INFORMACAO EIRELI";"153082152332023NP000088";"12/12/2023";"17494";"DANFE 17494 referente à aquisição de equipamento para áudio, vídeo e foto (Projetor), conforme carona em Pregão 26/2022, UASG 158092 \17009";"23076.096095/2023-49";"4990";"105144268";"4990";"4990";"291,91";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"291,91"
"24396327000192";"MGR ENGENHARIA E INCORPORACAO LTDA";"24396327000192";"MGR ENGENHARIA E INCORPORACAO LTDA";"153095152332023NP000412";"14/11/2023";"934";"NFS-e nº 934, Contrato 64/2022, vigente até 09/01/2024, referente à 11a medição dos serviços de intervenção de acessibilidade física do Centro de Artes e Comunicação do Campus Recife da UFPE, no mês de OUTUBRO/2023.\17004.";"23076.110942/2023-81";"6161,38";"104766442";"6161,38";"6161,38";"360,44";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"360,44"
"24396327000192";"MGR ENGENHARIA E INCORPORACAO LTDA";"24396327000192";"MGR ENGENHARIA E INCORPORACAO LTDA";"153095152332023NP000416";"28/11/2023";"935";"NFS-e 935, Contrato 64/2022, vigente até 09/01/2024, referente à 1a medição do 4º termo aditivo dos serviços de intervenção de acessibilidade física do Centro de Artes e Comunicação do Campus Recife da UFPE, no mês de OUTUBRO/2023  (CEI Obra: 90.013.29451/70) \17004";"23076.111085/2023-03";"171391,1";"104810213";"171391,1";"171391,1";"10026,38";"6147";"PRODUTOS-TRIBUTOS RETIDOS ORGAOS PUBLICOS";"10.026,38"
"37979739000105";"MONEY TURISMO EIRELI";"14522178000107";"AEROPORTOS BRASIL - VIRACOPOS S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"28,85";"2,03";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000026";"09/11/2023";"269970";"Fatura n. 269970 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.090596/2023-15";"2223,84";"103207951";"2223,84";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"6,77"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000030";"27/11/2023";"271583";"Fatura n. 271583 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4011,91";"104090833";"4011,91";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"25,00"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092785";"4631,96";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"5,86"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000035";"21/11/2023";"271581";"Fatura n. 271581 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103312/2023-63";"10597,41";"104160870";"10597,41";"158,22";"11,15";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"19,60"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000038";"09/11/2023";"270016";"Fatura n. 270016 referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/LIS/TLS/LIS/REC, no mês de AGOSTO/2023, conforme contrato 11/2019. (PASSAGENS INTERNACIONAIS - PROJETO TRIATLAS . CONVÊNIO 039/2019)\17023";"23076.103779/2023-64";"9448,15";"104198934";"9448,15";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"3,72"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000039";"13/11/2023";"270015";"Fatura n. 270015 referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/GRU/ORD/PHX/ORD/GRU/REC, no mês de AGOSTO/2023, conforme contrato 11/2019. Nota de detalhamento de crédito nº 004/2022 - DCCAc (TED 01/2021 ¿ Polícia Federal) \17023";"23076.103890/2023-74";"16148,98";"104201645";"16148,98";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"16,08"
