"DH - Emitente Doc.Origem";;"Recolhedor Doc.";;"Documento Hábil";"DH - Dia Transação";"DH - Doc. Origem";"DH - Observação";"DH - Processo";"DH - Valor Doc.Origem";"Compromisso";"DH - Valor";"DARF - Valor Base Cálculo";"DARF - Valor Total";"DARF - Receita";;"Realizado"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000038";"17/10/2023";"2266534";"Faturas n. 266532,266533,266534,267526. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais e internacionais, conforme contrato 11/2019.";"23076.102166/2023-62";"23462,9";"103990827";"47275,15";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"114,12"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000038";"17/10/2023";"267526";"Faturas n. 266532,266533,266534,267526. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais e internacionais, conforme contrato 11/2019.";"23076.102166/2023-62";"4702,21";"103990827";"47275,15";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"114,12"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"103,12";"7,27";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"263,7";"18,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"316,44";"22,31";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"710,01";"50,06";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"992,73";"69,99";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"103,12";"7,27";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"263,7";"18,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"316,44";"22,31";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"710,01";"50,06";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"992,73";"69,99";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"103,12";"7,27";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"263,7";"18,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"316,44";"22,31";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"710,01";"50,06";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"992,73";"69,99";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"103,12";"7,27";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"263,7";"18,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"316,44";"22,31";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"710,01";"50,06";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"992,73";"69,99";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"103,12";"7,27";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"263,7";"18,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"695,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"316,44";"22,31";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"710,01";"50,06";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"992,73";"69,99";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"17846647000131";"ASPAS TURISMO, VIAGENS E ASSISTENCIA INTERNACIONAL S/A";"153098152332023NP000040";"17/10/2023";"268795";"SEGURO VIAGEM - PASSAGENS INTERNACIONAIS - AGOSTO/2023 - PROC 23076.102158/2023-84";"23076.102158/2023-84";"1920,9";"104009228";"3841,8";"1920,9";"135,42";"6188";"FINANCEIRAS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"541,68"
"37979739000105";"MONEY TURISMO EIRELI";"17846647000131";"ASPAS TURISMO, VIAGENS E ASSISTENCIA INTERNACIONAL S/A";"153098152332023NP000040";"17/10/2023";"268796";"SEGURO VIAGEM - PASSAGENS INTERNACIONAIS - AGOSTO/2023 - PROC 23076.102158/2023-84";"23076.102158/2023-84";"1920,9";"104009228";"3841,8";"1920,9";"135,42";"6188";"FINANCEIRAS-TRIBUTOS RETIDOS P/ORGAO PUBLICO";"541,68"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000029";"20/10/2023";"271582";"Fatura n. 271582 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.103006/2023-80";"8403,96";"104089222";"8403,96";"6574,6";"157,79";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"196,68"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000029";"20/10/2023";"271582";"Fatura n. 271582 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.103006/2023-80";"8403,96";"104089223";"8403,96";"6574,6";"65,75";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"81,95"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000033";"19/10/2023";"272027";"Fatura n. 272027 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102822/2023-04";"3419,85";"104095389";"3419,85";"3324,8";"79,8";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"79,80"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000033";"19/10/2023";"272027";"Fatura n. 272027 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102822/2023-04";"3419,85";"104095390";"3419,85";"3324,8";"33,25";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"33,25"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000034";"20/10/2023";"271579";"Liquidação da Fatura 271579 referente a passagens aéreas e serviço de agenciamentos de viagens nacionais, trecho REC/CGH e CGH/REC, no mês de SETEMBRO/2023, conforme contrato 11/2019 \17023";"23076.103394/2023-80";"1757,69";"104154750";"1757,69";"831,9";"19,97";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"39,94"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000034";"20/10/2023";"271579";"Liquidação da Fatura 271579 referente a passagens aéreas e serviço de agenciamentos de viagens nacionais, trecho REC/CGH e CGH/REC, no mês de SETEMBRO/2023, conforme contrato 11/2019 \17023";"23076.103394/2023-80";"1757,69";"104154751";"1757,69";"831,9";"8,32";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"16,64"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104167296";"108780,82";"40054";"961,3";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.544,03"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104167297";"108780,82";"40054";"400,54";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"1.060,01"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000037";"20/10/2023";"270024";"Fatura n. 270024 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.103517/2023-57";"17090,35";"104168892";"17090,35";"5426,7";"54,27";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"166,79"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"1445,8";"34,7";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"12862";"308,69";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"18588,8";"446,13";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"25240,5";"605,77";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"1445,8";"14,45";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"12862";"128,62";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"18588,8";"185,89";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"25240,5";"252,4";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"1445,8";"34,7";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"12862";"308,69";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
